==> Running on : cuda
==> Number of CPU: 48
==> Number of workers: 2
==> #Epochs: 500, #Layers: 4, #Blocks: [2, 1, 1, 1], In channel: 64, Input layer conv kernel: 7x7, Residual layer conv kernel 3x3, Skip kernel: 1x1, Input layer conv padding: 3, Residual layer conv padding: 1
==> Optimizer is Adagrad
==> Learning rate: 0.01
==> Weight decay: 0.0005
==>Trainable Parameters: 4984906
==>Other Parameters: 0
==>Augmentation: None
Files already downloaded and verified
Train epoch: 1 | Loss: *1.586* | Acc: *41.708%* (20854/50000) 
Train epoch: 35 | Loss: *0.003* | Acc: *100.000%* (50000/50000) 
Test epoch: 35 | Loss: *0.676* | Acc: *79.750%* (7975/10000)
Train epoch: 36 | Loss: *0.003* | Acc: *100.000%* (50000/50000) 
Test epoch: 36 | Loss: *0.769* | Acc: *77.480%* (7748/10000)
Train epoch: 37 | Loss: *0.003* | Acc: *100.000%* (50000/50000) 
Test epoch: 37 | Loss: *0.683* | Acc: *79.560%* (7956/10000)
Train epoch: 38 | Loss: *0.003* | Acc: *100.000%* (50000/50000) 
Test epoch: 38 | Loss: *0.670* | Acc: *79.860%* (7986/10000)
Train epoch: 39 | Loss: *0.073* | Acc: *97.934%* (48967/50000) 
Test epoch: 39 | Loss: *0.975* | Acc: *70.400%* (7040/10000)
Train epoch: 40 | Loss: *0.125* | Acc: *96.518%* (48259/50000) 
Test epoch: 40 | Loss: *0.992* | Acc: *71.670%* (7167/10000)
Train epoch: 41 | Loss: *0.034* | Acc: *99.564%* (49782/50000) 
Test epoch: 41 | Loss: *0.766* | Acc: *77.230%* (7723/10000)
Train epoch: 42 | Loss: *0.009* | Acc: *99.982%* (49991/50000) 
Test epoch: 42 | Loss: *0.690* | Acc: *79.660%* (7966/10000)
Train epoch: 43 | Loss: *0.004* | Acc: *100.000%* (50000/50000) 
Test epoch: 43 | Loss: *0.679* | Acc: *79.950%* (7995/10000)
Train epoch: 44 | Loss: *0.003* | Acc: *100.000%* (50000/50000) 
Test epoch: 44 | Loss: *0.682* | Acc: *80.020%* (8002/10000)
Train epoch: 45 | Loss: *0.003* | Acc: *100.000%* (50000/50000) 
Test epoch: 45 | Loss: *0.680* | Acc: *79.740%* (7974/10000)
Train epoch: 46 | Loss: *0.003* | Acc: *100.000%* (50000/50000) 
Test epoch: 46 | Loss: *0.682* | Acc: *79.870%* (7987/10000)
Train epoch: 47 | Loss: *0.003* | Acc: *100.000%* (50000/50000) 
Test epoch: 47 | Loss: *0.678* | Acc: *79.920%* (7992/10000)
Train epoch: 48 | Loss: *0.003* | Acc: *100.000%* (50000/50000) 
Test epoch: 48 | Loss: *0.671* | Acc: *79.880%* (7988/10000)
Train epoch: 49 | Loss: *0.003* | Acc: *100.000%* (50000/50000) 
Test epoch: 49 | Loss: *0.671* | Acc: *79.880%* (7988/10000)
Train epoch: 50 | Loss: *0.002* | Acc: *100.000%* (50000/50000) 
Test epoch: 50 | Loss: *0.671* | Acc: *80.010%* (8001/10000)
Train epoch: 51 | Loss: *0.002* | Acc: *100.000%* (50000/50000) 
Test epoch: 51 | Loss: *0.667* | Acc: *80.080%* (8008/10000)
Train epoch: 52 | Loss: *0.002* | Acc: *100.000%* (50000/50000) 
Test epoch: 52 | Loss: *0.664* | Acc: *80.230%* (8023/10000)
Train epoch: 53 | Loss: *0.002* | Acc: *100.000%* (50000/50000) 
Test epoch: 53 | Loss: *0.669* | Acc: *79.760%* (7976/10000)
Train epoch: 54 | Loss: *0.003* | Acc: *100.000%* (50000/50000) 
Test epoch: 54 | Loss: *0.662* | Acc: *79.860%* (7986/10000)
Train epoch: 55 | Loss: *0.002* | Acc: *100.000%* (50000/50000) 
Test epoch: 55 | Loss: *0.660* | Acc: *80.130%* (8013/10000)
Train epoch: 56 | Loss: *0.002* | Acc: *100.000%* (50000/50000) 
Test epoch: 56 | Loss: *0.655* | Acc: *79.960%* (7996/10000)
Train epoch: 57 | Loss: *0.002* | Acc: *100.000%* (50000/50000) 
Test epoch: 57 | Loss: *0.658* | Acc: *80.040%* (8004/10000)
Train epoch: 58 | Loss: *0.002* | Acc: *100.000%* (50000/50000) 
Test epoch: 58 | Loss: *0.661* | Acc: *79.920%* (7992/10000)
Train epoch: 59 | Loss: *0.002* | Acc: *100.000%* (50000/50000) 
Test epoch: 59 | Loss: *0.658* | Acc: *79.960%* (7996/10000)
Train epoch: 60 | Loss: *0.026* | Acc: *99.650%* (49825/50000) 
Test epoch: 60 | Loss: *0.682* | Acc: *78.650%* (7865/10000)
Train epoch: 61 | Loss: *0.005* | Acc: *99.986%* (49993/50000) 
Test epoch: 61 | Loss: *0.674* | Acc: *79.420%* (7942/10000)
Train epoch: 62 | Loss: *0.003* | Acc: *100.000%* (50000/50000) 
Test epoch: 62 | Loss: *0.667* | Acc: *79.580%* (7958/10000)
Train epoch: 63 | Loss: *0.003* | Acc: *100.000%* (50000/50000) 
Test epoch: 63 | Loss: *0.670* | Acc: *79.690%* (7969/10000)
Train epoch: 64 | Loss: *0.003* | Acc: *100.000%* (50000/50000) 
Test epoch: 64 | Loss: *0.672* | Acc: *79.510%* (7951/10000)
Train epoch: 65 | Loss: *0.003* | Acc: *100.000%* (50000/50000) 
Test epoch: 65 | Loss: *0.662* | Acc: *79.690%* (7969/10000)
Train epoch: 66 | Loss: *0.002* | Acc: *100.000%* (50000/50000) 
Test epoch: 66 | Loss: *0.663* | Acc: *79.590%* (7959/10000)
Train epoch: 67 | Loss: *0.002* | Acc: *100.000%* (50000/50000) 
Test epoch: 67 | Loss: *0.665* | Acc: *79.690%* (7969/10000)
Train epoch: 68 | Loss: *0.002* | Acc: *100.000%* (50000/50000) 
Test epoch: 68 | Loss: *0.665* | Acc: *79.860%* (7986/10000)
Train epoch: 69 | Loss: *0.002* | Acc: *100.000%* (50000/50000) 
Test epoch: 69 | Loss: *0.664* | Acc: *79.570%* (7957/10000)
Train epoch: 70 | Loss: *0.002* | Acc: *100.000%* (50000/50000) 
Test epoch: 70 | Loss: *0.659* | Acc: *79.580%* (7958/10000)
Train epoch: 71 | Loss: *0.068* | Acc: *98.176%* (49088/50000) 
Test epoch: 71 | Loss: *1.040* | Acc: *69.360%* (6936/10000)
Train epoch: 72 | Loss: *0.105* | Acc: *97.350%* (48675/50000) 
Test epoch: 72 | Loss: *1.142* | Acc: *69.180%* (6918/10000)
Train epoch: 73 | Loss: *0.023* | Acc: *99.808%* (49904/50000) 
Test epoch: 73 | Loss: *0.713* | Acc: *78.440%* (7844/10000)
Train epoch: 74 | Loss: *0.006* | Acc: *100.000%* (50000/50000) 
Test epoch: 74 | Loss: *0.679* | Acc: *79.310%* (7931/10000)
Train epoch: 75 | Loss: *0.004* | Acc: *100.000%* (50000/50000) 
Test epoch: 75 | Loss: *0.676* | Acc: *79.540%* (7954/10000)
Train epoch: 76 | Loss: *0.003* | Acc: *100.000%* (50000/50000) 
Test epoch: 76 | Loss: *0.677* | Acc: *79.450%* (7945/10000)
Train epoch: 77 | Loss: *0.003* | Acc: *100.000%* (50000/50000) 
Test epoch: 77 | Loss: *0.677* | Acc: *79.330%* (7933/10000)
Train epoch: 78 | Loss: *0.003* | Acc: *100.000%* (50000/50000) 
Test epoch: 78 | Loss: *0.671* | Acc: *79.650%* (7965/10000)
Train epoch: 79 | Loss: *0.002* | Acc: *100.000%* (50000/50000) 
Test epoch: 79 | Loss: *0.674* | Acc: *79.610%* (7961/10000)
Train epoch: 80 | Loss: *0.002* | Acc: *100.000%* (50000/50000) 
Test epoch: 80 | Loss: *0.672* | Acc: *79.510%* (7951/10000)
Train epoch: 81 | Loss: *0.002* | Acc: *100.000%* (50000/50000) 
Test epoch: 81 | Loss: *0.674* | Acc: *79.440%* (7944/10000)
Train epoch: 82 | Loss: *0.002* | Acc: *100.000%* (50000/50000) 
Test epoch: 82 | Loss: *0.670* | Acc: *79.620%* (7962/10000)
Train epoch: 83 | Loss: *0.002* | Acc: *100.000%* (50000/50000) 
Test epoch: 83 | Loss: *0.669* | Acc: *79.510%* (7951/10000)
Train epoch: 84 | Loss: *0.002* | Acc: *100.000%* (50000/50000) 
Test epoch: 84 | Loss: *0.670* | Acc: *79.460%* (7946/10000)
Train epoch: 85 | Loss: *0.002* | Acc: *100.000%* (50000/50000) 
Test epoch: 85 | Loss: *0.669* | Acc: *79.480%* (7948/10000)
Train epoch: 86 | Loss: *0.002* | Acc: *100.000%* (50000/50000) 
Test epoch: 86 | Loss: *0.672* | Acc: *79.390%* (7939/10000)
Train epoch: 87 | Loss: *0.002* | Acc: *100.000%* (50000/50000) 
Test epoch: 87 | Loss: *0.665* | Acc: *79.580%* (7958/10000)
Train epoch: 88 | Loss: *0.002* | Acc: *100.000%* (50000/50000) 
Test epoch: 88 | Loss: *0.667* | Acc: *79.490%* (7949/10000)
Train epoch: 89 | Loss: *0.002* | Acc: *100.000%* (50000/50000) 
Test epoch: 89 | Loss: *0.667* | Acc: *79.500%* (7950/10000)
Train epoch: 90 | Loss: *0.002* | Acc: *100.000%* (50000/50000) 
Test epoch: 90 | Loss: *0.667* | Acc: *79.450%* (7945/10000)
Train epoch: 91 | Loss: *0.002* | Acc: *100.000%* (50000/50000) 
Test epoch: 91 | Loss: *0.667* | Acc: *79.370%* (7937/10000)
Train epoch: 92 | Loss: *0.002* | Acc: *100.000%* (50000/50000) 
Test epoch: 92 | Loss: *0.663* | Acc: *79.470%* (7947/10000)
Train epoch: 93 | Loss: *0.002* | Acc: *100.000%* (50000/50000) 
Test epoch: 93 | Loss: *0.662* | Acc: *79.570%* (7957/10000)
Train epoch: 94 | Loss: *0.002* | Acc: *100.000%* (50000/50000) 
Test epoch: 94 | Loss: *0.661* | Acc: *79.450%* (7945/10000)
Train epoch: 95 | Loss: *0.002* | Acc: *100.000%* (50000/50000) 
Test epoch: 95 | Loss: *0.661* | Acc: *79.370%* (7937/10000)
Train epoch: 96 | Loss: *0.002* | Acc: *100.000%* (50000/50000) 
Test epoch: 96 | Loss: *0.660* | Acc: *79.440%* (7944/10000)
Train epoch: 97 | Loss: *0.002* | Acc: *100.000%* (50000/50000) 
Test epoch: 97 | Loss: *0.663* | Acc: *79.430%* (7943/10000)
Train epoch: 98 | Loss: *0.002* | Acc: *100.000%* (50000/50000) 
Test epoch: 98 | Loss: *0.661* | Acc: *79.320%* (7932/10000)
Train epoch: 99 | Loss: *0.002* | Acc: *100.000%* (50000/50000) 
Test epoch: 99 | Loss: *0.661* | Acc: *79.520%* (7952/10000)
Train epoch: 100 | Loss: *0.002* | Acc: *100.000%* (50000/50000) 
Test epoch: 100 | Loss: *0.661* | Acc: *79.260%* (7926/10000)
Train epoch: 101 | Loss: *0.002* | Acc: *100.000%* (50000/50000) 
Test epoch: 101 | Loss: *0.666* | Acc: *79.410%* (7941/10000)
Train epoch: 102 | Loss: *0.002* | Acc: *100.000%* (50000/50000) 
Test epoch: 102 | Loss: *0.661* | Acc: *79.340%* (7934/10000)
Train epoch: 103 | Loss: *0.002* | Acc: *100.000%* (50000/50000) 
Test epoch: 103 | Loss: *0.664* | Acc: *79.170%* (7917/10000)
Train epoch: 104 | Loss: *0.002* | Acc: *100.000%* (50000/50000) 
Test epoch: 104 | Loss: *0.659* | Acc: *79.400%* (7940/10000)
Train epoch: 105 | Loss: *0.002* | Acc: *100.000%* (50000/50000) 
Test epoch: 105 | Loss: *0.664* | Acc: *79.440%* (7944/10000)
Train epoch: 106 | Loss: *0.002* | Acc: *100.000%* (50000/50000) 
Test epoch: 106 | Loss: *0.660* | Acc: *79.320%* (7932/10000)
Train epoch: 107 | Loss: *0.002* | Acc: *100.000%* (50000/50000) 
Test epoch: 107 | Loss: *0.677* | Acc: *79.120%* (7912/10000)
Train epoch: 108 | Loss: *0.002* | Acc: *100.000%* (50000/50000) 
Test epoch: 108 | Loss: *0.660* | Acc: *79.410%* (7941/10000)
Train epoch: 109 | Loss: *0.002* | Acc: *100.000%* (50000/50000) 
Test epoch: 109 | Loss: *0.665* | Acc: *79.360%* (7936/10000)
Train epoch: 110 | Loss: *0.002* | Acc: *100.000%* (50000/50000) 
Test epoch: 110 | Loss: *0.665* | Acc: *79.280%* (7928/10000)
Train epoch: 111 | Loss: *0.002* | Acc: *100.000%* (50000/50000) 
Test epoch: 111 | Loss: *0.667* | Acc: *79.390%* (7939/10000)
Train epoch: 112 | Loss: *0.002* | Acc: *100.000%* (50000/50000) 
Test epoch: 112 | Loss: *0.662* | Acc: *79.240%* (7924/10000)
Train epoch: 113 | Loss: *0.002* | Acc: *100.000%* (50000/50000) 
Test epoch: 113 | Loss: *0.669* | Acc: *79.020%* (7902/10000)
Train epoch: 114 | Loss: *0.002* | Acc: *100.000%* (50000/50000) 
Test epoch: 114 | Loss: *0.677* | Acc: *79.070%* (7907/10000)
Train epoch: 115 | Loss: *0.002* | Acc: *100.000%* (50000/50000) 
Test epoch: 115 | Loss: *0.669* | Acc: *78.960%* (7896/10000)
Train epoch: 116 | Loss: *0.002* | Acc: *100.000%* (50000/50000) 
Test epoch: 116 | Loss: *0.663* | Acc: *79.160%* (7916/10000)
Train epoch: 117 | Loss: *0.002* | Acc: *100.000%* (50000/50000) 
Test epoch: 117 | Loss: *0.667* | Acc: *79.170%* (7917/10000)
Train epoch: 118 | Loss: *0.002* | Acc: *100.000%* (50000/50000) 
Test epoch: 118 | Loss: *0.665* | Acc: *79.140%* (7914/10000)
Train epoch: 119 | Loss: *0.002* | Acc: *100.000%* (50000/50000) 
Test epoch: 119 | Loss: *0.670* | Acc: *78.950%* (7895/10000)
Train epoch: 120 | Loss: *0.002* | Acc: *100.000%* (50000/50000) 
Test epoch: 120 | Loss: *0.671* | Acc: *78.920%* (7892/10000)
Train epoch: 121 | Loss: *0.002* | Acc: *100.000%* (50000/50000) 
Test epoch: 121 | Loss: *0.664* | Acc: *79.020%* (7902/10000)
Train epoch: 122 | Loss: *0.002* | Acc: *100.000%* (50000/50000) 
Test epoch: 122 | Loss: *0.670* | Acc: *79.020%* (7902/10000)
Train epoch: 123 | Loss: *0.002* | Acc: *100.000%* (50000/50000) 
Test epoch: 123 | Loss: *0.668* | Acc: *78.950%* (7895/10000)
Train epoch: 124 | Loss: *0.002* | Acc: *100.000%* (50000/50000) 
Test epoch: 124 | Loss: *0.667* | Acc: *79.020%* (7902/10000)
Train epoch: 125 | Loss: *0.002* | Acc: *100.000%* (50000/50000) 
Test epoch: 125 | Loss: *0.673* | Acc: *79.070%* (7907/10000)
Train epoch: 126 | Loss: *0.002* | Acc: *100.000%* (50000/50000) 
Test epoch: 126 | Loss: *0.672* | Acc: *78.970%* (7897/10000)
Train epoch: 127 | Loss: *0.002* | Acc: *100.000%* (50000/50000) 
Test epoch: 127 | Loss: *0.670* | Acc: *78.770%* (7877/10000)
Train epoch: 128 | Loss: *0.002* | Acc: *100.000%* (50000/50000) 
Test epoch: 128 | Loss: *0.671* | Acc: *79.010%* (7901/10000)
Train epoch: 129 | Loss: *0.002* | Acc: *100.000%* (50000/50000) 
Test epoch: 129 | Loss: *0.670* | Acc: *78.950%* (7895/10000)
Train epoch: 130 | Loss: *0.002* | Acc: *100.000%* (50000/50000) 
Test epoch: 130 | Loss: *0.670* | Acc: *78.930%* (7893/10000)
Train epoch: 131 | Loss: *0.002* | Acc: *100.000%* (50000/50000) 
Test epoch: 131 | Loss: *0.671* | Acc: *78.860%* (7886/10000)
Train epoch: 132 | Loss: *0.002* | Acc: *100.000%* (50000/50000) 
Test epoch: 132 | Loss: *0.676* | Acc: *78.730%* (7873/10000)
Train epoch: 133 | Loss: *0.002* | Acc: *100.000%* (50000/50000) 
Test epoch: 133 | Loss: *0.671* | Acc: *78.790%* (7879/10000)
Train epoch: 134 | Loss: *0.002* | Acc: *100.000%* (50000/50000) 
Test epoch: 134 | Loss: *0.671* | Acc: *78.860%* (7886/10000)
Train epoch: 135 | Loss: *0.002* | Acc: *100.000%* (50000/50000) 
Test epoch: 135 | Loss: *0.671* | Acc: *78.870%* (7887/10000)
Train epoch: 136 | Loss: *0.002* | Acc: *100.000%* (50000/50000) 
Test epoch: 136 | Loss: *0.669* | Acc: *78.730%* (7873/10000)
Train epoch: 137 | Loss: *0.002* | Acc: *100.000%* (50000/50000) 
Test epoch: 137 | Loss: *0.671* | Acc: *78.770%* (7877/10000)
Train epoch: 138 | Loss: *0.002* | Acc: *100.000%* (50000/50000) 
Test epoch: 138 | Loss: *0.671* | Acc: *78.800%* (7880/10000)
Train epoch: 139 | Loss: *0.002* | Acc: *100.000%* (50000/50000) 
Test epoch: 139 | Loss: *0.677* | Acc: *78.620%* (7862/10000)
Train epoch: 140 | Loss: *0.002* | Acc: *100.000%* (50000/50000) 
Test epoch: 140 | Loss: *0.675* | Acc: *78.780%* (7878/10000)
Train epoch: 141 | Loss: *0.002* | Acc: *100.000%* (50000/50000) 
Test epoch: 141 | Loss: *0.670* | Acc: *78.700%* (7870/10000)
Train epoch: 142 | Loss: *0.002* | Acc: *100.000%* (50000/50000) 
Test epoch: 142 | Loss: *0.674* | Acc: *78.850%* (7885/10000)
Train epoch: 143 | Loss: *0.002* | Acc: *100.000%* (50000/50000) 
Test epoch: 143 | Loss: *0.674* | Acc: *78.650%* (7865/10000)
Train epoch: 144 | Loss: *0.002* | Acc: *100.000%* (50000/50000) 
Test epoch: 144 | Loss: *0.672* | Acc: *78.600%* (7860/10000)
Train epoch: 145 | Loss: *0.002* | Acc: *100.000%* (50000/50000) 
Test epoch: 145 | Loss: *0.672* | Acc: *78.690%* (7869/10000)
Train epoch: 146 | Loss: *0.002* | Acc: *100.000%* (50000/50000) 
Test epoch: 146 | Loss: *0.676* | Acc: *78.810%* (7881/10000)
Train epoch: 147 | Loss: *0.002* | Acc: *100.000%* (50000/50000) 
Test epoch: 147 | Loss: *0.673* | Acc: *78.720%* (7872/10000)
Train epoch: 148 | Loss: *0.002* | Acc: *100.000%* (50000/50000) 
Test epoch: 148 | Loss: *0.673* | Acc: *78.660%* (7866/10000)
Train epoch: 149 | Loss: *0.002* | Acc: *100.000%* (50000/50000) 
Test epoch: 149 | Loss: *0.678* | Acc: *78.680%* (7868/10000)
Train epoch: 150 | Loss: *0.002* | Acc: *100.000%* (50000/50000) 
Test epoch: 150 | Loss: *0.674* | Acc: *78.660%* (7866/10000)
Train epoch: 151 | Loss: *0.002* | Acc: *100.000%* (50000/50000) 
Test epoch: 151 | Loss: *0.674* | Acc: *78.620%* (7862/10000)
Train epoch: 152 | Loss: *0.002* | Acc: *100.000%* (50000/50000) 
Test epoch: 152 | Loss: *0.676* | Acc: *78.720%* (7872/10000)
Train epoch: 153 | Loss: *0.002* | Acc: *100.000%* (50000/50000) 
Test epoch: 153 | Loss: *0.675* | Acc: *78.630%* (7863/10000)
Train epoch: 154 | Loss: *0.002* | Acc: *100.000%* (50000/50000) 
Test epoch: 154 | Loss: *0.674* | Acc: *78.560%* (7856/10000)
Train epoch: 155 | Loss: *0.002* | Acc: *100.000%* (50000/50000) 
Test epoch: 155 | Loss: *0.676* | Acc: *78.860%* (7886/10000)
Train epoch: 156 | Loss: *0.002* | Acc: *100.000%* (50000/50000) 
Test epoch: 156 | Loss: *0.675* | Acc: *78.720%* (7872/10000)
Train epoch: 157 | Loss: *0.002* | Acc: *100.000%* (50000/50000) 
Test epoch: 157 | Loss: *0.677* | Acc: *78.710%* (7871/10000)
Train epoch: 158 | Loss: *0.002* | Acc: *100.000%* (50000/50000) 
Test epoch: 158 | Loss: *0.674* | Acc: *78.720%* (7872/10000)
Train epoch: 159 | Loss: *0.002* | Acc: *100.000%* (50000/50000) 
Test epoch: 159 | Loss: *0.675* | Acc: *78.530%* (7853/10000)
Train epoch: 160 | Loss: *0.002* | Acc: *100.000%* (50000/50000) 
Test epoch: 160 | Loss: *0.678* | Acc: *78.660%* (7866/10000)
Train epoch: 161 | Loss: *0.002* | Acc: *100.000%* (50000/50000) 
Test epoch: 161 | Loss: *0.678* | Acc: *78.640%* (7864/10000)
Train epoch: 162 | Loss: *0.002* | Acc: *100.000%* (50000/50000) 
Test epoch: 162 | Loss: *0.677* | Acc: *78.780%* (7878/10000)
Train epoch: 163 | Loss: *0.002* | Acc: *100.000%* (50000/50000) 
Test epoch: 163 | Loss: *0.676* | Acc: *78.630%* (7863/10000)
Train epoch: 164 | Loss: *0.002* | Acc: *100.000%* (50000/50000) 
Test epoch: 164 | Loss: *0.679* | Acc: *78.590%* (7859/10000)
Train epoch: 165 | Loss: *0.002* | Acc: *100.000%* (50000/50000) 
Test epoch: 165 | Loss: *0.676* | Acc: *78.710%* (7871/10000)
Train epoch: 166 | Loss: *0.002* | Acc: *100.000%* (50000/50000) 
Test epoch: 166 | Loss: *0.675* | Acc: *78.600%* (7860/10000)
Train epoch: 167 | Loss: *0.002* | Acc: *100.000%* (50000/50000) 
Test epoch: 167 | Loss: *0.679* | Acc: *78.690%* (7869/10000)
Train epoch: 168 | Loss: *0.002* | Acc: *100.000%* (50000/50000) 
Test epoch: 168 | Loss: *0.678* | Acc: *78.780%* (7878/10000)
Train epoch: 169 | Loss: *0.002* | Acc: *100.000%* (50000/50000) 
Test epoch: 169 | Loss: *0.676* | Acc: *78.600%* (7860/10000)
Train epoch: 170 | Loss: *0.002* | Acc: *100.000%* (50000/50000) 
Test epoch: 170 | Loss: *0.675* | Acc: *78.710%* (7871/10000)
Train epoch: 171 | Loss: *0.002* | Acc: *100.000%* (50000/50000) 
Test epoch: 171 | Loss: *0.677* | Acc: *78.740%* (7874/10000)
Train epoch: 172 | Loss: *0.002* | Acc: *100.000%* (50000/50000) 
Test epoch: 172 | Loss: *0.679* | Acc: *78.700%* (7870/10000)
Train epoch: 173 | Loss: *0.002* | Acc: *100.000%* (50000/50000) 
Test epoch: 173 | Loss: *0.677* | Acc: *78.650%* (7865/10000)
Train epoch: 174 | Loss: *0.002* | Acc: *100.000%* (50000/50000) 
Test epoch: 174 | Loss: *0.678* | Acc: *78.720%* (7872/10000)
Train epoch: 175 | Loss: *0.002* | Acc: *100.000%* (50000/50000) 
Test epoch: 175 | Loss: *0.678* | Acc: *78.570%* (7857/10000)
